xs_file = HMF001_400mg.xml 
G = 400 
I = 4 
N = 2 
P = 1 

# COMMENTS
cs, recomp_F=6, recomp_S=[2, 16, 16, 16, 16, 16, 16, 16, 16]

# TIMING
runtime = 22.45 

# RESULTS
k = 1.10314794688430 
phi_array = np.array([
[2.12608042501971e-04, 1.84951918604267e-04, 1.34838817985615e-04, 7.23433493895719e-05],
2.06397282995360e-04, 1.79629722385089e-04, 1.31124148898930e-04, 7.05189110528417e-05],
3.32094961956233e-04, 2.89008952160045e-04, 2.10921514054883e-04, 1.13487079268113e-04],
5.43565927135543e-04, 4.73069618258548e-04, 3.45295370192630e-04, 1.85918291905483e-04],
8.49104242532842e-04, 7.38953379165447e-04, 5.39303327029714e-04, 2.90356533354240e-04],
1.28750452363873e-03, 1.12036165864917e-03, 8.17436291575864e-04, 4.39703416773205e-04],
1.91456872592708e-03, 1.66579965537312e-03, 1.21500443965960e-03, 6.52608375175611e-04],
2.77389344396086e-03, 2.41306904091926e-03, 1.75934669427985e-03, 9.43214891097076e-04],
3.91381934246299e-03, 3.40402245340895e-03, 2.48062167149583e-03, 1.32685271155360e-03],
5.38900904628441e-03, 4.68591729579188e-03, 3.41277562057650e-03, 1.82037189417290e-03],
7.27323516928583e-03, 6.32254952812338e-03, 4.60168665429963e-03, 2.44649955621932e-03],
9.68368197964124e-03, 8.41540270654405e-03, 6.12061833770033e-03, 3.24205005992452e-03],
1.26319448734657e-02, 1.09740036396453e-02, 7.97553332101836e-03, 4.20789513098994e-03],
1.61760147535248e-02, 1.40483000709555e-02, 1.02020193931232e-02, 5.36075819152245e-03],
2.02298540100578e-02, 1.75630712434496e-02, 1.27445436382703e-02, 6.66961805024438e-03],
2.46502297623834e-02, 2.13937123815737e-02, 1.55122154103994e-02, 8.08610416266105e-03],
2.92750317309086e-02, 2.53994614702226e-02, 1.84028521452714e-02, 9.55665770811759e-03],
3.40237120938675e-02, 2.95107630938825e-02, 2.13666650278840e-02, 1.10565629007207e-02],
3.92260837240346e-02, 3.40145725528773e-02, 2.46130495369589e-02, 1.26975589008838e-02],
4.46172246920401e-02, 3.86819895101639e-02, 2.79776787941396e-02, 1.43991712214883e-02],
5.00843763840267e-02, 4.34162021850645e-02, 3.13921086293134e-02, 1.61307578036832e-02],
5.56034405647657e-02, 4.81963235202417e-02, 3.48412620511466e-02, 1.78844855690266e-02],
6.10588857880008e-02, 5.29218151950019e-02, 3.82517931737142e-02, 1.96207846408729e-02],
6.63871324580002e-02, 5.75379356994856e-02, 4.15847321611782e-02, 2.13215094968424e-02],
7.14985587893050e-02, 6.19679248019504e-02, 4.47861160613942e-02, 2.29635023536611e-02],
7.61094784770656e-02, 6.59671324461711e-02, 4.76811452046488e-02, 2.44630963146497e-02],
8.02949350255113e-02, 6.95994775565607e-02, 5.03142233667643e-02, 2.58372577862416e-02],
8.39575513768171e-02, 7.27805974656844e-02, 5.26243833743535e-02, 2.70551264140298e-02],
8.71213374765762e-02, 7.55316629571755e-02, 5.46275308069569e-02, 2.81266620680984e-02],
8.99796392483928e-02, 7.80196170005566e-02, 5.64433880470849e-02, 2.91096964745352e-02],
9.24500588873830e-02, 8.01731857334484e-02, 5.80206524656246e-02, 2.99786762904875e-02],
9.43576539424653e-02, 8.18406436935109e-02, 5.92494952399904e-02, 3.06767692919555e-02],
9.59530301014582e-02, 8.32386618234989e-02, 6.02857779355549e-02, 3.12806737208202e-02],
9.73506679010848e-02, 8.44659933670010e-02, 6.12001623975764e-02, 3.18239342498204e-02],
9.85006270612611e-02, 8.54787231076985e-02, 6.19598461798997e-02, 3.22865681140509e-02],
9.94825659730309e-02, 8.63458047698911e-02, 6.26145544498055e-02, 3.26933658662599e-02],
1.00379033033799e-01, 8.71388586253275e-02, 6.32161814530473e-02, 3.30710788992137e-02],
1.01015095305403e-01, 8.77056533595688e-02, 6.36535177327942e-02, 3.33603351861959e-02],
1.01440548375991e-01, 8.80892939155407e-02, 6.39576083040478e-02, 3.35769183272515e-02],
1.01757113851925e-01, 8.83775371026665e-02, 6.41912029565399e-02, 3.37508488636950e-02],
1.01991359943886e-01, 8.85915718520855e-02, 6.43664940548322e-02, 3.38794873171484e-02],
1.02188636667736e-01, 8.87708756321278e-02, 6.45121819099757e-02, 3.39789026694157e-02],
1.02675084554972e-01, 8.91987051346224e-02, 6.48340488111273e-02, 3.41567969309897e-02],
1.03353276701944e-01, 8.97899982293509e-02, 6.52694386491706e-02, 3.43786521728311e-02],
1.03996018698015e-01, 9.03480886931481e-02, 6.56765022262960e-02, 3.45738030081082e-02],
1.04451155623575e-01, 9.07394831845181e-02, 6.59557922044572e-02, 3.46855726727863e-02],
1.04548062302154e-01, 9.08170985001174e-02, 6.60023041940012e-02, 3.46649177659344e-02],
1.05057407178804e-01, 9.12513998864569e-02, 6.63053417543593e-02, 3.47708338297742e-02],
1.05359107108582e-01, 9.15032609768553e-02, 6.64719728449169e-02, 3.47973162741305e-02],
1.05126604612014e-01, 9.12887785498445e-02, 6.62954668631737e-02, 3.46357852719297e-02],
1.04682452066015e-01, 9.08882230609619e-02, 6.59797103708629e-02, 3.43932034882428e-02],
1.04282704326957e-01, 9.05241928486708e-02, 6.56867867937190e-02, 3.41545030144642e-02],
1.03835608759219e-01, 9.01181619101403e-02, 6.53614144040246e-02, 3.38977119857783e-02],
1.03342332195697e-01, 8.96713985133107e-02, 6.50051209273207e-02, 3.36244252656797e-02],
1.02504576357801e-01, 8.89251260670896e-02, 6.44304707182888e-02, 3.32381785723404e-02],
1.01062076013356e-01, 8.76540574568317e-02, 6.34751323645102e-02, 3.26569852188471e-02],
9.90416083782700e-02, 8.58817149092679e-02, 6.21567696342697e-02, 3.18908842425085e-02],
9.64881878412552e-02, 8.36476294411491e-02, 6.05048697160192e-02, 3.09569526232196e-02],
9.37275137391576e-02, 8.12347054610063e-02, 5.87249869097319e-02, 2.99620321150292e-02],
9.06235583680305e-02, 7.85253760686822e-02, 5.67328463286481e-02, 2.88639422284620e-02],
8.78144775976059e-02, 7.60731272825015e-02, 5.49292669782742e-02, 2.78678629625475e-02],
8.49709381021631e-02, 7.35914319082931e-02, 5.31048131575367e-02, 2.68650103588187e-02],
8.19368504797374e-02, 7.09455164404557e-02, 5.11630708789627e-02, 2.58078514625620e-02],
7.84962616271358e-02, 6.79487107849930e-02, 4.89700781404526e-02, 2.46297814970857e-02],
7.47939680702271e-02, 6.47266424666893e-02, 4.66169765755852e-02, 2.33773180053805e-02],
7.11097154839078e-02, 6.15216957896707e-02, 4.42788548681911e-02, 2.21389713663805e-02],
6.76623733904624e-02, 5.85236877552601e-02, 4.20932171442712e-02, 2.09848671017523e-02],
6.45138677321914e-02, 5.57861288529239e-02, 4.00984105951687e-02, 1.99335341637006e-02],
6.13751509407681e-02, 5.30595491908754e-02, 3.81161871497271e-02, 1.88972078568075e-02],
5.84156740737722e-02, 5.04893982070004e-02, 3.62487155331992e-02, 1.79244736220771e-02],
5.53713847667164e-02, 4.78470552822712e-02, 3.43312655301641e-02, 1.69331739108803e-02],
5.23356897174091e-02, 4.52134131561178e-02, 3.24223066226575e-02, 1.59521151047272e-02],
4.92377616057351e-02, 4.25276279553430e-02, 3.04789557686200e-02, 1.49604355510594e-02],
4.62844897107176e-02, 3.99680718002819e-02, 2.86283715121759e-02, 1.40197969650650e-02],
4.34883918857174e-02, 3.75451944008153e-02, 2.68773663600163e-02, 1.31325955610745e-02],
4.08869218226688e-02, 3.52916053560780e-02, 2.52499047512675e-02, 1.23106304955741e-02],
3.82651079631169e-02, 3.30215236147456e-02, 2.36125871179535e-02, 1.14882074865408e-02],
3.56717075682120e-02, 3.07776716564354e-02, 2.19973870655164e-02, 1.06811417495253e-02],
